Uniprot	description	markers	svm	svm.scores	final.assignment
O94915	Protein furry homolog-like OS=Homo sapiens GN=FRYL PE=1 SV=2 - [FRYL_HUMAN]	unknown	RIBOSOME 60S	0.311895412	unknown
O95396	Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens GN=MOCS3 PE=1 SV=1 - [MOCS3_HUMAN]	unknown	CYTOSOL	0.561111537	unknown
Q9H8Y5	Ankyrin repeat and zinc finger domain-containing protein 1 OS=Homo sapiens GN=ANKZF1 PE=1 SV=1 - [ANKZ1_HUMAN]	unknown	RIBOSOME 60S	0.425435795	unknown
O15127	Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2 - [SCAM2_HUMAN]	unknown	PM	0.659496722	unknown
Q9Y3X0	Coiled-coil domain-containing protein 9 OS=Homo sapiens GN=CCDC9 PE=1 SV=1 - [CCDC9_HUMAN]	unknown	NUCLEUS	0.660858084	NUCLEUS
Q07817-2	Isoform Bcl-X(S) of Bcl-2-like protein 1 OS=Homo sapiens GN=BCL2L1 - [B2CL1_HUMAN]	unknown	ER	0.431196985	unknown
Q969Z3	Mitochondrial amidoxime reducing component 2 OS=Homo sapiens GN=MARC2 PE=1 SV=1 - [MARC2_HUMAN]	unknown	MITOCHONDRION	0.864195843	MITOCHONDRION
O76095-2	Isoform 2 of Protein JTB OS=Homo sapiens GN=JTB - [JTB_HUMAN]	unknown	GA	0.451794648	unknown
P51617-2	Isoform 2 of Interleukin-1 receptor-associated kinase 1 OS=Homo sapiens GN=IRAK1 - [IRAK1_HUMAN]	unknown	RIBOSOME 60S	0.25042282	unknown
Q9H6D7	HAUS augmin-like complex subunit 4 OS=Homo sapiens GN=HAUS4 PE=1 SV=1 - [HAUS4_HUMAN]	unknown	NUCLEUS	0.21075756	unknown
Q9ULX6	A-kinase anchor protein 8-like OS=Homo sapiens GN=AKAP8L PE=1 SV=3 - [AKP8L_HUMAN]	unknown	NUCLEUS	0.407133509	NUCLEUS
Q9BZM5	NKG2D ligand 2 OS=Homo sapiens GN=ULBP2 PE=1 SV=1 - [N2DL2_HUMAN]	unknown	PM	0.531270566	unknown
Q495W5-2	Isoform 2 of Alpha-(1,3)-fucosyltransferase 11 OS=Homo sapiens GN=FUT11 - [FUT11_HUMAN]	unknown	ER	0.934892495	ER
Q6Y2X3	DnaJ homolog subfamily C member 14 OS=Homo sapiens GN=DNAJC14 PE=2 SV=2 - [DJC14_HUMAN]	unknown	ER	0.94947549	ER
Q70J99	Protein unc-13 homolog D OS=Homo sapiens GN=UNC13D PE=1 SV=1 - [UN13D_HUMAN]	unknown	RIBOSOME 60S	0.260580317	unknown
Q9H1E5	Thioredoxin-related transmembrane protein 4 OS=Homo sapiens GN=TMX4 PE=1 SV=1 - [TMX4_HUMAN]	unknown	MITOCHONDRION	0.712170965	unknown
Q12851-2	Isoform 2 of Mitogen-activated protein kinase kinase kinase kinase 2 OS=Homo sapiens GN=MAP4K2 - [M4K2_HUMAN]	unknown	PROTEASOME	0.20097219	unknown
Q14517	Protocadherin Fat 1 OS=Homo sapiens GN=FAT1 PE=1 SV=2 - [FAT1_HUMAN]	unknown	PM	0.851127552	PM
Q7Z6E9	E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1 - [RBBP6_HUMAN]	unknown	NUCLEUS	0.952314432	NUCLEUS
O95071-2	Isoform 2 of E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 - [UBR5_HUMAN]	unknown	PROTEASOME	0.470709189	unknown
Q9NYV4-2	Isoform 2 of Cyclin-dependent kinase 12 OS=Homo sapiens GN=CDK12 - [CDK12_HUMAN]	unknown	NUCLEUS	0.949576982	NUCLEUS
Q9BVL2-2	Isoform 2 of Nucleoporin p58/p45 OS=Homo sapiens GN=NUP58 - [NUP58_HUMAN]	unknown	NUCLEUS	0.713709892	NUCLEUS
P20248	Cyclin-A2 OS=Homo sapiens GN=CCNA2 PE=1 SV=2 - [CCNA2_HUMAN]	unknown	CHROMATIN	0.644881927	CHROMATIN
O15440-5	Isoform 5 of Multidrug resistance-associated protein 5 OS=Homo sapiens GN=ABCC5 - [MRP5_HUMAN]	unknown	PM	0.850706491	PM
Q9BV79	Trans-2-enoyl-CoA reductase, mitochondrial OS=Homo sapiens GN=MECR PE=1 SV=2 - [MECR_HUMAN]	unknown	MITOCHONDRION	0.962795964	MITOCHONDRION
P54252-4	Isoform 4 of Ataxin-3 OS=Homo sapiens GN=ATXN3 - [ATX3_HUMAN]	unknown	PROTEASOME	0.28586936	unknown
Q8WXA3-2	Isoform 2 of RUN and FYVE domain-containing protein 2 OS=Homo sapiens GN=RUFY2 - [RUFY2_HUMAN]	unknown	PM	0.314107564	unknown
Q12979-4	Isoform 4 of Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR - [ABR_HUMAN]	unknown	PM	0.166246903	unknown
Q96MU7	YTH domain-containing protein 1 OS=Homo sapiens GN=YTHDC1 PE=1 SV=3 - [YTDC1_HUMAN]	unknown	NUCLEUS	0.935196054	NUCLEUS
Q03111	Protein ENL OS=Homo sapiens GN=MLLT1 PE=1 SV=2 - [ENL_HUMAN]	unknown	NUCLEUS	0.636554116	NUCLEUS
P56945-5	Isoform 5 of Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens GN=BCAR1 - [BCAR1_HUMAN]	unknown	PROTEASOME	0.456610202	unknown
O60287	Nucleolar pre-ribosomal-associated protein 1 OS=Homo sapiens GN=URB1 PE=1 SV=4 - [NPA1P_HUMAN]	NUCLEUS	NUCLEUS	1	NUCLEUS
Q86WR7	Proline and serine-rich protein 2 OS=Homo sapiens GN=PROSER2 PE=1 SV=2 - [PRSR2_HUMAN]	unknown	PM	0.238130002	unknown
P27986	Phosphatidylinositol 3-kinase regulatory subunit alpha OS=Homo sapiens GN=PIK3R1 PE=1 SV=2 - [P85A_HUMAN]	unknown	RIBOSOME 60S	0.296277678	unknown
Q8IYS1	Peptidase M20 domain-containing protein 2 OS=Homo sapiens GN=PM20D2 PE=1 SV=2 - [P20D2_HUMAN]	unknown	CYTOSOL	0.850017222	unknown
Q86YH6	Decaprenyl-diphosphate synthase subunit 2 OS=Homo sapiens GN=PDSS2 PE=1 SV=2 - [DLP1_HUMAN]	unknown	MITOCHONDRION	0.945222936	MITOCHONDRION
Q9UPN9-2	Isoform Beta of E3 ubiquitin-protein ligase TRIM33 OS=Homo sapiens GN=TRIM33 - [TRI33_HUMAN]	unknown	NUCLEUS	0.92036777	NUCLEUS
O00308	NEDD4-like E3 ubiquitin-protein ligase WWP2 OS=Homo sapiens GN=WWP2 PE=1 SV=2 - [WWP2_HUMAN]	unknown	PM	0.766475786	unknown
P23470	Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens GN=PTPRG PE=1 SV=4 - [PTPRG_HUMAN]	unknown	PM	0.935961551	PM
O94887	FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens GN=FARP2 PE=1 SV=3 - [FARP2_HUMAN]	unknown	PM	0.767274234	unknown
Q8N1S5-2	Isoform 2 of Zinc transporter ZIP11 OS=Homo sapiens GN=SLC39A11 - [S39AB_HUMAN]	unknown	ER	0.47567565	unknown
Q4ZIN3-2	Isoform 2 of Membralin OS=Homo sapiens GN=TMEM259 - [MBRL_HUMAN]	unknown	ER	0.697712418	unknown
Q13111	Chromatin assembly factor 1 subunit A OS=Homo sapiens GN=CHAF1A PE=1 SV=2 - [CAF1A_HUMAN]	unknown	NUCLEUS	0.752664179	NUCLEUS
P35226	Polycomb complex protein BMI-1 OS=Homo sapiens GN=BMI1 PE=1 SV=2 - [BMI1_HUMAN]	unknown	NUCLEUS	0.710878641	NUCLEUS
P19838	Nuclear factor NF-kappa-B p105 subunit OS=Homo sapiens GN=NFKB1 PE=1 SV=2 - [NFKB1_HUMAN]	unknown	CYTOSOL	0.382011052	unknown
P35367	Histamine H1 receptor OS=Homo sapiens GN=HRH1 PE=1 SV=1 - [HRH1_HUMAN]	unknown	PM	0.79597389	unknown
Q01968-2	Isoform B of Inositol polyphosphate 5-phosphatase OCRL-1 OS=Homo sapiens GN=OCRL - [OCRL_HUMAN]	unknown	RIBOSOME 60S	0.293609336	unknown
P35573	Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3 - [GDE_HUMAN]	unknown	CYTOSOL	0.641270106	unknown
Q9NRK6	ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens GN=ABCB10 PE=1 SV=2 - [ABCBA_HUMAN]	unknown	MITOCHONDRION	0.926812856	MITOCHONDRION
Q13873	Bone morphogenetic protein receptor type-2 OS=Homo sapiens GN=BMPR2 PE=1 SV=2 - [BMPR2_HUMAN]	unknown	PM	0.865701851	PM
A2RU67	Protein FAM234B OS=Homo sapiens GN=FAM234B PE=1 SV=1 - [F234B_HUMAN]	unknown	LYSOSOME	0.72207764	LYSOSOME
Q8TF05-2	Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens GN=PPP4R1 - [PP4R1_HUMAN]	unknown	CYTOSOL	0.81486854	unknown
Q15811-10	Isoform 10 of Intersectin-1 OS=Homo sapiens GN=ITSN1 - [ITSN1_HUMAN]	unknown	RIBOSOME 60S	0.217835569	unknown
Q9BZL6	Serine/threonine-protein kinase D2 OS=Homo sapiens GN=PRKD2 PE=1 SV=2 - [KPCD2_HUMAN]	unknown	PROTEASOME	0.182378737	unknown
Q96RT8	Gamma-tubulin complex component 5 OS=Homo sapiens GN=TUBGCP5 PE=1 SV=1 - [GCP5_HUMAN]	unknown	RIBOSOME 40S	0.598029998	unknown
Q8N3Z3	GTP-binding protein 8 OS=Homo sapiens GN=GTPBP8 PE=2 SV=1 - [GTPB8_HUMAN]	unknown	MITOCHONDRION	0.862812199	MITOCHONDRION
P36956	Sterol regulatory element-binding protein 1 OS=Homo sapiens GN=SREBF1 PE=1 SV=2 - [SRBP1_HUMAN]	unknown	ER	0.871964437	unknown
Q8WWI5	Choline transporter-like protein 1 OS=Homo sapiens GN=SLC44A1 PE=1 SV=1 - [CTL1_HUMAN]	unknown	PM	0.9273586	PM
Q2PZI1	Probable C-mannosyltransferase DPY19L1 OS=Homo sapiens GN=DPY19L1 PE=2 SV=1 - [D19L1_HUMAN]	unknown	ER	0.897714365	unknown
P49641	Alpha-mannosidase 2x OS=Homo sapiens GN=MAN2A2 PE=2 SV=3 - [MA2A2_HUMAN]	unknown	GA	0.367647189	unknown
Q9BT22	Chitobiosyldiphosphodolichol beta-mannosyltransferase OS=Homo sapiens GN=ALG1 PE=1 SV=2 - [ALG1_HUMAN]	unknown	ER	0.74287724	unknown
O14647	Chromodomain-helicase-DNA-binding protein 2 OS=Homo sapiens GN=CHD2 PE=1 SV=2 - [CHD2_HUMAN]	unknown	NUCLEUS	0.649206309	NUCLEUS
Q8IYB5-3	Isoform 3 of Stromal membrane-associated protein 1 OS=Homo sapiens GN=SMAP1 - [SMAP1_HUMAN]	unknown	RIBOSOME 60S	0.21552533199999999	unknown
Q9BRK0	Receptor expression-enhancing protein 2 OS=Homo sapiens GN=REEP2 PE=1 SV=2 - [REEP2_HUMAN]	unknown	ER	0.846993084	unknown
Q9P0U4	CXXC-type zinc finger protein 1 OS=Homo sapiens GN=CXXC1 PE=1 SV=2 - [CXXC1_HUMAN]	unknown	NUCLEUS	0.80819236	NUCLEUS
O60266	Adenylate cyclase type 3 OS=Homo sapiens GN=ADCY3 PE=1 SV=3 - [ADCY3_HUMAN]	unknown	PM	0.919327003	PM
Q8N1F8	Serine/threonine-protein kinase 11-interacting protein OS=Homo sapiens GN=STK11IP PE=1 SV=3 - [S11IP_HUMAN]	unknown	PM	0.586383032	unknown
Q9Y3L3	SH3 domain-binding protein 1 OS=Homo sapiens GN=SH3BP1 PE=1 SV=3 - [3BP1_HUMAN]	unknown	CHROMATIN	0.329596397	unknown
Q3KQV9	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 OS=Homo sapiens GN=UAP1L1 PE=1 SV=2 - [UAP1L_HUMAN]	CYTOSOL	CYTOSOL	1	CYTOSOL
Q6UVK1	Chondroitin sulfate proteoglycan 4 OS=Homo sapiens GN=CSPG4 PE=1 SV=2 - [CSPG4_HUMAN]	unknown	PM	0.920347422	PM
Q13685	Angio-associated migratory cell protein OS=Homo sapiens GN=AAMP PE=1 SV=2 - [AAMP_HUMAN]	unknown	CYTOSOL	0.77999401	unknown
Q96JP5	E3 ubiquitin-protein ligase ZFP91 OS=Homo sapiens GN=ZFP91 PE=1 SV=1 - [ZFP91_HUMAN]	unknown	NUCLEUS	0.817139014	NUCLEUS
O15068-5	Isoform 5 of Guanine nucleotide exchange factor DBS OS=Homo sapiens GN=MCF2L - [MCF2L_HUMAN]	unknown	PM	0.517733082	unknown
Q9Y251-3	Isoform 3 of Heparanase OS=Homo sapiens GN=HPSE - [HPSE_HUMAN]	unknown	LYSOSOME	0.710605865	LYSOSOME
Q6GQQ9-2	Isoform 2 of OTU domain-containing protein 7B OS=Homo sapiens GN=OTUD7B - [OTU7B_HUMAN]	unknown	PROTEASOME	0.209486485	unknown
Q9HAR2	Adhesion G protein-coupled receptor L3 OS=Homo sapiens GN=ADGRL3 PE=1 SV=2 - [AGRL3_HUMAN]	PM	PM	1	PM
Q8TCJ2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1 - [STT3B_HUMAN]	ER	ER	1	ER
Q8WU76-2	Isoform 2 of Sec1 family domain-containing protein 2 OS=Homo sapiens GN=SCFD2 - [SCFD2_HUMAN]	unknown	ER	0.359273385	unknown
Q5MIZ7-3	Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens GN=PPP4R3B - [P4R3B_HUMAN]	unknown	CYTOSOL	0.877351725	unknown
Q7Z392	Trafficking protein particle complex subunit 11 OS=Homo sapiens GN=TRAPPC11 PE=1 SV=2 - [TPC11_HUMAN]	unknown	PM	0.445804524	unknown
Q5VYS8-6	Isoform 6 of Terminal uridylyltransferase 7 OS=Homo sapiens GN=ZCCHC6 - [TUT7_HUMAN]	unknown	RIBOSOME 60S	0.629560037	unknown
Q92997-2	Isoform 2 of Segment polarity protein dishevelled homolog DVL-3 OS=Homo sapiens GN=DVL3 - [DVL3_HUMAN]	unknown	RIBOSOME 60S	0.216322865	unknown
Q6NWY9-2	Isoform 2 of Pre-mRNA-processing factor 40 homolog B OS=Homo sapiens GN=PRPF40B - [PR40B_HUMAN]	unknown	NUCLEUS	0.929892462	NUCLEUS
Q8N201	Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2 - [INT1_HUMAN]	unknown	NUCLEUS	0.72797993	NUCLEUS
Q9Y6C2	EMILIN-1 OS=Homo sapiens GN=EMILIN1 PE=1 SV=2 - [EMIL1_HUMAN]	unknown	PM	0.331073104	unknown
O75420	PERQ amino acid-rich with GYF domain-containing protein 1 OS=Homo sapiens GN=GIGYF1 PE=1 SV=2 - [PERQ1_HUMAN]	unknown	RIBOSOME 60S	0.238376936	unknown
Q9UIS9-7	Isoform 7 of Methyl-CpG-binding domain protein 1 OS=Homo sapiens GN=MBD1 - [MBD1_HUMAN]	unknown	CHROMATIN	0.435352667	unknown
Q14571	Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens GN=ITPR2 PE=1 SV=2 - [ITPR2_HUMAN]	unknown	ER	0.819605559	unknown
Q9Y4E8-2	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 - [UBP15_HUMAN]	unknown	CYTOSOL	0.871898336	unknown
Q8TBZ3-4	Isoform 4 of WD repeat-containing protein 20 OS=Homo sapiens GN=WDR20 - [WDR20_HUMAN]	unknown	PM	0.825256492	unknown
Q16842	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 OS=Homo sapiens GN=ST3GAL2 PE=2 SV=1 - [SIA4B_HUMAN]	unknown	GA	0.684749475	unknown
Q969G6	Riboflavin kinase OS=Homo sapiens GN=RFK PE=1 SV=2 - [RIFK_HUMAN]	unknown	CYTOSOL	0.49585649	unknown
O43157-2	Isoform 2 of Plexin-B1 OS=Homo sapiens GN=PLXNB1 - [PLXB1_HUMAN]	unknown	PM	0.898955291	PM
Q5GLZ8-6	Isoform 6 of Probable E3 ubiquitin-protein ligase HERC4 OS=Homo sapiens GN=HERC4 - [HERC4_HUMAN]	unknown	PROTEASOME	0.427833262	unknown
Q6UX71	Plexin domain-containing protein 2 OS=Homo sapiens GN=PLXDC2 PE=1 SV=1 - [PXDC2_HUMAN]	unknown	PM	0.865904503	PM
Q9BZF3-4	Isoform 4 of Oxysterol-binding protein-related protein 6 OS=Homo sapiens GN=OSBPL6 - [OSBL6_HUMAN]	unknown	PM	0.641631803	unknown
Q9H7L9	Sin3 histone deacetylase corepressor complex component SDS3 OS=Homo sapiens GN=SUDS3 PE=1 SV=2 - [SDS3_HUMAN]	unknown	NUCLEUS	0.771277077	NUCLEUS
Q13671	Ras and Rab interactor 1 OS=Homo sapiens GN=RIN1 PE=1 SV=4 - [RIN1_HUMAN]	unknown	PROTEASOME	0.332903227	unknown
Q9UBX1	Cathepsin F OS=Homo sapiens GN=CTSF PE=1 SV=1 - [CATF_HUMAN]	LYSOSOME	LYSOSOME	1	LYSOSOME
Q86Y91-2	Isoform 2 of Kinesin-like protein KIF18B OS=Homo sapiens GN=KIF18B - [KI18B_HUMAN]	unknown	CHROMATIN	0.443180692	unknown
P15151-3	Isoform Gamma of Poliovirus receptor OS=Homo sapiens GN=PVR - [PVR_HUMAN]	unknown	PM	0.948582822	PM
Q8TDY2-2	Isoform 2 of RB1-inducible coiled-coil protein 1 OS=Homo sapiens GN=RB1CC1 - [RBCC1_HUMAN]	unknown	RIBOSOME 60S	0.312244303	unknown
Q8NFD5	AT-rich interactive domain-containing protein 1B OS=Homo sapiens GN=ARID1B PE=1 SV=2 - [ARI1B_HUMAN]	unknown	NUCLEUS	0.885161245	NUCLEUS
Q96QE3	ATPase family AAA domain-containing protein 5 OS=Homo sapiens GN=ATAD5 PE=1 SV=4 - [ATAD5_HUMAN]	unknown	CHROMATIN	0.750077265	CHROMATIN
Q8NFW1-2	Isoform 2 of Collagen alpha-1(XXII) chain OS=Homo sapiens GN=COL22A1 - [COMA1_HUMAN]	unknown	ER	0.887885227	unknown
O15118	Niemann-Pick C1 protein OS=Homo sapiens GN=NPC1 PE=1 SV=2 - [NPC1_HUMAN]	unknown	LYSOSOME	0.857697514	LYSOSOME
Q15652	Probable JmjC domain-containing histone demethylation protein 2C OS=Homo sapiens GN=JMJD1C PE=1 SV=2 - [JHD2C_HUMAN]	unknown	CHROMATIN	0.618400437	CHROMATIN
Q8TEQ8	GPI ethanolamine phosphate transferase 3 OS=Homo sapiens GN=PIGO PE=1 SV=3 - [PIGO_HUMAN]	unknown	ER	0.919530413	unknown
O43432	Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2 - [IF4G3_HUMAN]	unknown	NUCLEUS	0.291374404	unknown
P38435	Vitamin K-dependent gamma-carboxylase OS=Homo sapiens GN=GGCX PE=1 SV=2 - [VKGC_HUMAN]	unknown	ER	0.942478009	ER
P42684-7	Isoform 7 of Abelson tyrosine-protein kinase 2 OS=Homo sapiens GN=ABL2 - [ABL2_HUMAN]	unknown	RIBOSOME 60S	0.189520058	unknown
Q9NUJ3	T-complex protein 11-like protein 1 OS=Homo sapiens GN=TCP11L1 PE=1 SV=1 - [T11L1_HUMAN]	unknown	PROTEASOME	0.53030243	unknown
Q14767	Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens GN=LTBP2 PE=1 SV=3 - [LTBP2_HUMAN]	unknown	PM	0.601779885	unknown
O75909	Cyclin-K OS=Homo sapiens GN=CCNK PE=1 SV=2 - [CCNK_HUMAN]	unknown	NUCLEUS	0.925013184	NUCLEUS
Q01974	Tyrosine-protein kinase transmembrane receptor ROR2 OS=Homo sapiens GN=ROR2 PE=1 SV=2 - [ROR2_HUMAN]	unknown	PM	0.921996515	PM
Q7Z7E8	Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens GN=UBE2Q1 PE=1 SV=1 - [UB2Q1_HUMAN]	unknown	PROTEASOME	0.754073792	PROTEASOME
Q15043-2	Isoform 2 of Zinc transporter ZIP14 OS=Homo sapiens GN=SLC39A14 - [S39AE_HUMAN]	unknown	PM	0.345734426	unknown
Q6NUQ1	RAD50-interacting protein 1 OS=Homo sapiens GN=RINT1 PE=1 SV=1 - [RINT1_HUMAN]	unknown	ER	0.682710594	unknown
Q8IWZ3-6	Isoform 6 of Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1 - [ANKH1_HUMAN]	unknown	NUCLEUS	0.287264104	unknown
Q9H7Z6	Histone acetyltransferase KAT8 OS=Homo sapiens GN=KAT8 PE=1 SV=2 - [KAT8_HUMAN]	unknown	CHROMATIN	0.707410453	CHROMATIN
Q9NV88-3	Isoform 3 of Integrator complex subunit 9 OS=Homo sapiens GN=INTS9 - [INT9_HUMAN]	unknown	NUCLEUS	0.674359687	NUCLEUS
Q92545	Transmembrane protein 131 OS=Homo sapiens GN=TMEM131 PE=1 SV=3 - [TM131_HUMAN]	unknown	ER	0.947895057	ER
O94886	CSC1-like protein 1 OS=Homo sapiens GN=TMEM63A PE=1 SV=3 - [CSCL1_HUMAN]	unknown	PM	0.456599797	unknown
O14682	Ectoderm-neural cortex protein 1 OS=Homo sapiens GN=ENC1 PE=1 SV=2 - [ENC1_HUMAN]	unknown	RIBOSOME 60S	0.435766409	unknown
Q13610	Periodic tryptophan protein 1 homolog OS=Homo sapiens GN=PWP1 PE=1 SV=1 - [PWP1_HUMAN]	unknown	NUCLEUS	0.608017078	NUCLEUS
Q9H2V7-3	Isoform 3 of Protein spinster homolog 1 OS=Homo sapiens GN=SPNS1 - [SPNS1_HUMAN]	unknown	LYSOSOME	0.688234751	LYSOSOME
Q9UJX4	Anaphase-promoting complex subunit 5 OS=Homo sapiens GN=ANAPC5 PE=1 SV=2 - [APC5_HUMAN]	unknown	NUCLEUS	0.818853049	NUCLEUS
Q8WUM9	Sodium-dependent phosphate transporter 1 OS=Homo sapiens GN=SLC20A1 PE=1 SV=1 - [S20A1_HUMAN]	unknown	PM	0.776832739	unknown
Q9BVL4	Selenoprotein O OS=Homo sapiens GN=SELO PE=2 SV=3 - [SELO_HUMAN]	unknown	MITOCHONDRION	0.646483652	unknown
Q7LBC6	Lysine-specific demethylase 3B OS=Homo sapiens GN=KDM3B PE=1 SV=2 - [KDM3B_HUMAN]	unknown	CHROMATIN	0.379410868	unknown
Q9HCK8	Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens GN=CHD8 PE=1 SV=5 - [CHD8_HUMAN]	unknown	NUCLEUS	0.739112368	NUCLEUS
Q96JG6	Syndetin OS=Homo sapiens GN=VPS50 PE=1 SV=3 - [VPS50_HUMAN]	unknown	MITOCHONDRION	0.212792436	unknown
Q49A88	Coiled-coil domain-containing protein 14 OS=Homo sapiens GN=CCDC14 PE=1 SV=3 - [CCD14_HUMAN]	unknown	CHROMATIN	0.342138948	unknown
Q8NEW0	Zinc transporter 7 OS=Homo sapiens GN=SLC30A7 PE=2 SV=1 - [ZNT7_HUMAN]	unknown	ER	0.70440823	unknown
Q86TI0-2	Isoform 2 of TBC1 domain family member 1 OS=Homo sapiens GN=TBC1D1 - [TBCD1_HUMAN]	unknown	PROTEASOME	0.264987423	unknown
Q9HCG7	Non-lysosomal glucosylceramidase OS=Homo sapiens GN=GBA2 PE=1 SV=2 - [GBA2_HUMAN]	unknown	PM	0.850049211	PM
P33981-2	Isoform 2 of Dual specificity protein kinase TTK OS=Homo sapiens GN=TTK - [TTK_HUMAN]	unknown	RIBOSOME 60S	0.240679436	unknown
Q9UL03-3	Isoform 3 of Integrator complex subunit 6 OS=Homo sapiens GN=INTS6 - [INT6_HUMAN]	unknown	NUCLEUS	0.806678655	NUCLEUS
Q96JM7-2	Isoform 2 of Lethal(3)malignant brain tumor-like protein 3 OS=Homo sapiens GN=L3MBTL3 - [LMBL3_HUMAN]	unknown	CHROMATIN	0.603437337	CHROMATIN
Q99808	Equilibrative nucleoside transporter 1 OS=Homo sapiens GN=SLC29A1 PE=1 SV=3 - [S29A1_HUMAN]	PM	PM	1	PM
O00534	von Willebrand factor A domain-containing protein 5A OS=Homo sapiens GN=VWA5A PE=2 SV=2 - [VMA5A_HUMAN]	unknown	PROTEASOME	0.205899431	unknown
Q5SNT2	Transmembrane protein 201 OS=Homo sapiens GN=TMEM201 PE=1 SV=1 - [TM201_HUMAN]	unknown	MITOCHONDRION	0.762301974	MITOCHONDRION
P00519	Tyrosine-protein kinase ABL1 OS=Homo sapiens GN=ABL1 PE=1 SV=4 - [ABL1_HUMAN]	unknown	RIBOSOME 60S	0.181818016	unknown
O43670-2	Isoform 2 of BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens GN=ZNF207 - [ZN207_HUMAN]	unknown	NUCLEUS	0.932420727	NUCLEUS
P38935	DNA-binding protein SMUBP-2 OS=Homo sapiens GN=IGHMBP2 PE=1 SV=3 - [SMBP2_HUMAN]	unknown	RIBOSOME 60S	0.635148718	unknown
O75881	25-hydroxycholesterol 7-alpha-hydroxylase OS=Homo sapiens GN=CYP7B1 PE=1 SV=2 - [CP7B1_HUMAN]	unknown	ER	0.744953591	unknown
P29375-2	Isoform 2 of Lysine-specific demethylase 5A OS=Homo sapiens GN=KDM5A - [KDM5A_HUMAN]	unknown	CHROMATIN	0.739066524	CHROMATIN
P17405-4	Isoform 4 of Sphingomyelin phosphodiesterase OS=Homo sapiens GN=SMPD1 - [ASM_HUMAN]	unknown	LYSOSOME	0.871399062	LYSOSOME
P51790-4	Isoform 3 of H(+)/Cl(-) exchange transporter 3 OS=Homo sapiens GN=CLCN3 - [CLCN3_HUMAN]	unknown	LYSOSOME	0.500040161	unknown
Q96RY7	Intraflagellar transport protein 140 homolog OS=Homo sapiens GN=IFT140 PE=1 SV=1 - [IF140_HUMAN]	unknown	RIBOSOME 60S	0.232302838	unknown
Q9H5N1	Rab GTPase-binding effector protein 2 OS=Homo sapiens GN=RABEP2 PE=1 SV=2 - [RABE2_HUMAN]	unknown	PROTEASOME	0.57274288	unknown
Q9NX00	Transmembrane protein 160 OS=Homo sapiens GN=TMEM160 PE=1 SV=1 - [TM160_HUMAN]	unknown	MITOCHONDRION	0.927355879	MITOCHONDRION
O95810	Serum deprivation-response protein OS=Homo sapiens GN=SDPR PE=1 SV=3 - [SDPR_HUMAN]	unknown	NUCLEUS	0.202975148	unknown
Q9BVC6	Transmembrane protein 109 OS=Homo sapiens GN=TMEM109 PE=1 SV=1 - [TM109_HUMAN]	unknown	ER	0.881893371	unknown
Q99707	Methionine synthase OS=Homo sapiens GN=MTR PE=1 SV=2 - [METH_HUMAN]	unknown	CYTOSOL	0.791404454	unknown
P43251-4	Isoform 4 of Biotinidase OS=Homo sapiens GN=BTD - [BTD_HUMAN]	unknown	ER	0.951565168	ER
Q6ZVM7-2	Isoform 2 of TOM1-like protein 2 OS=Homo sapiens GN=TOM1L2 - [TM1L2_HUMAN]	unknown	PM	0.533439148	unknown
Q7Z698-2	Isoform 2 of Sprouty-related, EVH1 domain-containing protein 2 OS=Homo sapiens GN=SPRED2 - [SPRE2_HUMAN]	unknown	PM	0.871455405	PM
Q14651	Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2 - [PLSI_HUMAN]	unknown	CYTOSOL	0.374617252	unknown
